wiktionary_form,person,number,tense,form
blubber,Third,Singular,Present,Finite
blubber,Third,Singular,Present,Finite
hacksawn,Third,Singular,Past,Participle
lungeing,Third,Singular,Present,Participle
glossary,Third,Singular,Present,Finite
musty,Third,Singular,Present,Finite
musty,Third,Singular,Present,Finite
refuelling,Third,Singular,Present,Participle
refuelled,Third,Singular,Past,Participle
refuelled,Third,Singular,Past,Finite
limelit,Third,Singular,Past,Participle
limelit,Third,Singular,Past,Finite
bandwagonning,Third,Singular,Present,Participle
bandwagonned,Third,Singular,Past,Participle
bandwagonned,Third,Singular,Past,Finite
lan,Third,Singular,Past,Finite
lun,Third,Singular,Past,Participle
bikeshed,Third,Singular,Past,Participle
bikeshed,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
hearken,Third,Singular,Present,Finite
hearken,Third,Singular,Present,Finite
swonk,Third,Singular,Past,Finite
swinkt,Third,Singular,Past,Finite
swunken,Third,Singular,Past,Participle
swonken,Third,Singular,Past,Participle
swinkt,Third,Singular,Past,Participle
clept,Third,Singular,Past,Finite
clept,Third,Singular,Past,Participle
yclept,Third,Singular,Past,Participle
makin,Third,Singular,Present,Participle
made,Third,Singular,Past,Participle
made,Third,Singular,Past,Finite
airburst,Third,Singular,Past,Participle
airburst,Third,Singular,Past,Finite
ept,Third,Singular,Past,Participle
ept,Third,Singular,Past,Finite
bestridden,Third,Singular,Past,Participle
bestrid,Third,Singular,Past,Participle
prepaid,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
condole,Third,Singular,Present,Finite
condole,Third,Singular,Present,Finite
slitten,Third,Singular,Past,Participle
tind,Third,Singular,Past,Participle
tind,Third,Singular,Past,Finite
nosedove,Third,Singular,Past,Finite
caravanning,Third,Singular,Present,Participle
caravanned,Third,Singular,Past,Participle
caravanned,Third,Singular,Past,Finite
brent,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
brighten,Third,Singular,Present,Finite
brighten,Third,Singular,Present,Finite
swingeing,Third,Singular,Present,Participle
speedrunned,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
wot,Third,Singular,Present,Finite
wot,Third,Singular,Present,Finite
sgraffitoes,Third,Singular,Present,Finite
telecineing,Third,Singular,Present,Participle
glossary,Third,Singular,Present,Finite
drench,Third,Singular,Present,Finite
drench,Third,Singular,Present,Finite
outgasses,Third,Singular,Present,Finite
tekking,Third,Singular,Present,Participle
tekked,Third,Singular,Past,Finite
tekt,Third,Singular,Past,Finite
tekked,Third,Singular,Past,Participle
tekt,Third,Singular,Past,Participle
carburetting,Third,Singular,Present,Participle
carburetted,Third,Singular,Past,Participle
carburetted,Third,Singular,Past,Finite
straitjacketting,Third,Singular,Present,Participle
straitjacketted,Third,Singular,Past,Participle
straitjacketted,Third,Singular,Past,Finite
searchlit,Third,Singular,Past,Participle
searchlit,Third,Singular,Past,Finite
recceed,Third,Singular,Past,Participle
recceed,Third,Singular,Past,Finite
swelt,Third,Singular,Past,Participle
swelt,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
reverberate,Third,Singular,Present,Finite
reverberate,Third,Singular,Present,Finite
glossary,Third,Singular,Present,Finite
scathe,Third,Singular,Present,Finite
scathe,Third,Singular,Present,Finite
wissed,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
irradiate,Third,Singular,Present,Finite
irradiate,Third,Singular,Present,Finite
hadde,Third,Singular,Past,Participle
hadde,Third,Singular,Past,Finite
boden,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
requite,Third,Singular,Present,Finite
requite,Third,Singular,Present,Finite
delevelling,Third,Singular,Present,Participle
delevelled,Third,Singular,Past,Participle
delevelled,Third,Singular,Past,Finite
souffleed,Third,Singular,Past,Participle
souffleed,Third,Singular,Past,Finite
twocking,Third,Singular,Present,Participle
twocked,Third,Singular,Past,Participle
twocked,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
calcine,Third,Singular,Present,Finite
calcine,Third,Singular,Present,Finite
bowkin,Third,Singular,Present,Participle
plodgin,Third,Singular,Present,Participle
glossary,Third,Singular,Present,Finite
batten,Third,Singular,Present,Finite
batten,Third,Singular,Present,Finite
glossary,Third,Singular,Present,Finite
disport,Third,Singular,Present,Finite
disport,Third,Singular,Present,Finite
sulphuretting,Third,Singular,Present,Participle
sulphuretted,Third,Singular,Past,Participle
sulphuretted,Third,Singular,Past,Finite
sulfuretting,Third,Singular,Present,Participle
sulfuretted,Third,Singular,Past,Participle
sulfuretted,Third,Singular,Past,Finite
gavelling,Third,Singular,Present,Participle
gavelled,Third,Singular,Past,Participle
gavelled,Third,Singular,Past,Finite
gavelling,Third,Singular,Present,Participle
gavelled,Third,Singular,Past,Participle
gavelled,Third,Singular,Past,Finite
stottin,Third,Singular,Present,Participle
glossary,Third,Singular,Present,Finite
embitter,Third,Singular,Present,Finite
embitter,Third,Singular,Present,Finite
refocusses,Third,Singular,Present,Finite
refocussing,Third,Singular,Present,Participle
refocussed,Third,Singular,Past,Participle
refocussed,Third,Singular,Past,Finite
kayoes,Third,Singular,Present,Finite
mandrelling,Third,Singular,Present,Participle
mandrelled,Third,Singular,Past,Participle
mandrelled,Third,Singular,Past,Finite
hurte,Third,Singular,Past,Participle
hurte,Third,Singular,Past,Finite
remodelling,Third,Singular,Present,Participle
remodelled,Third,Singular,Past,Participle
remodelled,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
extenuate,Third,Singular,Present,Finite
extenuate,Third,Singular,Present,Finite
assoilzying,Third,Singular,Present,Participle
glossary,Third,Singular,Present,Finite
stanch,Third,Singular,Present,Finite
stanch,Third,Singular,Present,Finite
overstridden,Third,Singular,Past,Participle
portageing,Third,Singular,Present,Participle
sunburnt,Third,Singular,Past,Participle
sunburnt,Third,Singular,Past,Finite
credentialling,Third,Singular,Present,Participle
credentialled,Third,Singular,Past,Participle
credentialled,Third,Singular,Past,Finite
housesitted,Third,Singular,Past,Participle
housesitted,Third,Singular,Past,Finite
detasselling,Third,Singular,Present,Participle
detasselled,Third,Singular,Past,Participle
detasselled,Third,Singular,Past,Finite
fretsawn,Third,Singular,Past,Participle
larnt,Third,Singular,Past,Participle
larnt,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
incommode,Third,Singular,Present,Finite
incommode,Third,Singular,Present,Finite
restricken,Third,Singular,Past,Participle
radiobroadcast,Third,Singular,Past,Participle
radiobroadcast,Third,Singular,Past,Finite
radiolabelling,Third,Singular,Present,Participle
radiolabelled,Third,Singular,Past,Participle
radiolabelled,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
nuzzle,Third,Singular,Present,Finite
nuzzle,Third,Singular,Present,Finite
reft,Third,Singular,Past,Participle
reft,Third,Singular,Past,Finite
backchannelling,Third,Singular,Present,Participle
backchannelled,Third,Singular,Past,Participle
backchannelled,Third,Singular,Past,Finite
picketting,Third,Singular,Present,Participle
picketted,Third,Singular,Past,Participle
picketted,Third,Singular,Past,Finite
hogtieing,Third,Singular,Present,Participle
surveilling,Third,Singular,Present,Participle
surveilled,Third,Singular,Past,Participle
surveilled,Third,Singular,Past,Finite
jumarring,Third,Singular,Present,Participle
jumarred,Third,Singular,Past,Participle
jumarred,Third,Singular,Past,Finite
muste,Third,Singular,Past,Finite
hilloes,Third,Singular,Present,Finite
pledgetting,Third,Singular,Present,Participle
pledgetted,Third,Singular,Past,Participle
pledgetted,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
outgo,Third,Singular,Present,Finite
outgo,Third,Singular,Present,Finite
chuseing,Third,Singular,Present,Participle
chose,Third,Singular,Past,Finite
chosen,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
drowse,Third,Singular,Present,Finite
drowse,Third,Singular,Present,Finite
glossary,Third,Singular,Present,Finite
splutter,Third,Singular,Present,Finite
splutter,Third,Singular,Present,Finite
preshrunk,Third,Singular,Past,Finite
preshrunken,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
envenom,Third,Singular,Present,Finite
envenom,Third,Singular,Present,Finite
flabbergast,Third,Singular,Past,Participle
redialling,Third,Singular,Present,Participle
redialled,Third,Singular,Past,Participle
redialled,Third,Singular,Past,Finite
springeing,Third,Singular,Present,Participle
springeing,Third,Singular,Present,Participle
tenses,Third,Singular,Present,Finite
participles,Third,Singular,Present,Finite
precummed,Third,Singular,Past,Finite
precummed,Third,Singular,Past,Participle
overthrust,Third,Singular,Past,Participle
overthrust,Third,Singular,Past,Finite
boughte,Third,Singular,Past,Participle
boughte,Third,Singular,Past,Finite
outcasteing,Third,Singular,Present,Participle
pineconeing,Third,Singular,Present,Participle
reequipt,Third,Singular,Past,Participle
reequipt,Third,Singular,Past,Finite
relearnt,Third,Singular,Past,Participle
relearnt,Third,Singular,Past,Finite
degasses,Third,Singular,Present,Finite
revictualling,Third,Singular,Present,Participle
revictualled,Third,Singular,Past,Participle
revictualled,Third,Singular,Past,Finite
benome,Third,Singular,Past,Participle
benumb,Third,Singular,Past,Participle
tollen,Third,Singular,Past,Participle
rewedded,Third,Singular,Past,Participle
rewedded,Third,Singular,Past,Finite
shikarring,Third,Singular,Present,Participle
shikarred,Third,Singular,Past,Participle
shikarred,Third,Singular,Past,Finite
lowped,Third,Singular,Past,Participle
lowped,Third,Singular,Past,Finite
precancelling,Third,Singular,Present,Participle
precancelled,Third,Singular,Past,Participle
precancelled,Third,Singular,Past,Finite
miscueing,Third,Singular,Present,Participle
hallooes,Third,Singular,Present,Finite
overbetted,Third,Singular,Past,Participle
overbetted,Third,Singular,Past,Finite
indwelt,Third,Singular,Past,Participle
indwelt,Third,Singular,Past,Finite
greenlit,Third,Singular,Past,Participle
greenlit,Third,Singular,Past,Finite
entrammelling,Third,Singular,Present,Participle
entrammelled,Third,Singular,Past,Participle
entrammelled,Third,Singular,Past,Finite
refit,Third,Singular,Past,Participle
refit,Third,Singular,Past,Finite
rehung,Third,Singular,Past,Participle
rehung,Third,Singular,Past,Finite
resewn,Third,Singular,Past,Participle
upsprung,Third,Singular,Past,Finite
rerouteing,Third,Singular,Present,Participle
glossary,Third,Singular,Present,Finite
unloose,Third,Singular,Present,Finite
unloose,Third,Singular,Present,Finite
unglueing,Third,Singular,Present,Participle
banquetting,Third,Singular,Present,Participle
banquetted,Third,Singular,Past,Participle
banquetted,Third,Singular,Past,Finite
bringeth,Third,Singular,Present,Finite
beholden,Third,Singular,Past,Participle
relevelling,Third,Singular,Present,Participle
relevelled,Third,Singular,Past,Participle
relevelled,Third,Singular,Past,Finite
eateing,Third,Singular,Present,Participle
speakeing,Third,Singular,Present,Participle
spake,Third,Singular,Past,Finite
leaft,Third,Singular,Past,Participle
leaft,Third,Singular,Past,Finite
ensorcelling,Third,Singular,Present,Participle
ensorcelled,Third,Singular,Past,Participle
ensorcelled,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
apprize,Third,Singular,Present,Finite
apprize,Third,Singular,Present,Finite
glossary,Third,Singular,Present,Finite
apprize,Third,Singular,Present,Finite
apprize,Third,Singular,Present,Finite
bewetted,Third,Singular,Past,Participle
bewetted,Third,Singular,Past,Finite
fixt,Third,Singular,Past,Participle
fixt,Third,Singular,Past,Finite
immunolabelling,Third,Singular,Present,Participle
immunolabelled,Third,Singular,Past,Participle
immunolabelled,Third,Singular,Past,Finite
renforst,Third,Singular,Past,Participle
renforst,Third,Singular,Past,Finite
convoes,Third,Singular,Present,Finite
shet,Third,Singular,Past,Participle
egocast,Third,Singular,Past,Participle
egocast,Third,Singular,Past,Finite
unknitted,Third,Singular,Past,Participle
unknitted,Third,Singular,Past,Finite
reinputted,Third,Singular,Past,Participle
reinputted,Third,Singular,Past,Finite
testbed,Third,Singular,Past,Participle
testbed,Third,Singular,Past,Finite
postilling,Third,Singular,Present,Participle
postilled,Third,Singular,Past,Participle
postilled,Third,Singular,Past,Finite
preed,Third,Singular,Past,Participle
preed,Third,Singular,Past,Finite
chalanning,Third,Singular,Present,Participle
chalanned,Third,Singular,Past,Participle
chalanned,Third,Singular,Past,Finite
defocusses,Third,Singular,Present,Finite
defocussing,Third,Singular,Present,Participle
defocussed,Third,Singular,Past,Participle
defocussed,Third,Singular,Past,Finite
somersetting,Third,Singular,Present,Participle
somersetted,Third,Singular,Past,Participle
somersetted,Third,Singular,Past,Finite
critted,Third,Singular,Past,Participle
critted,Third,Singular,Past,Finite
roofieing,Third,Singular,Present,Participle
glossary,Third,Singular,Present,Finite
vilipend,Third,Singular,Present,Finite
vilipend,Third,Singular,Present,Finite
heatsunk,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
temporise,Third,Singular,Present,Finite
temporise,Third,Singular,Present,Finite
chunamming,Third,Singular,Present,Participle
chunammed,Third,Singular,Past,Participle
chunammed,Third,Singular,Past,Finite
brivetting,Third,Singular,Present,Participle
brivetted,Third,Singular,Past,Participle
brivetted,Third,Singular,Past,Finite
impled,Third,Singular,Past,Participle
impled,Third,Singular,Past,Finite
unbidden,Third,Singular,Past,Participle
autofocusses,Third,Singular,Present,Finite
autofocussing,Third,Singular,Present,Participle
autofocussed,Third,Singular,Past,Participle
autofocussed,Third,Singular,Past,Finite
overleapt,Third,Singular,Past,Participle
overleapt,Third,Singular,Past,Finite
backbent,Third,Singular,Past,Participle
backbent,Third,Singular,Past,Finite
outearnt,Third,Singular,Past,Participle
outearnt,Third,Singular,Past,Finite
overspilt,Third,Singular,Past,Participle
overspilt,Third,Singular,Past,Finite
outduelling,Third,Singular,Present,Participle
outduelled,Third,Singular,Past,Participle
outduelled,Third,Singular,Past,Finite
rechannelling,Third,Singular,Present,Participle
rechannelled,Third,Singular,Past,Participle
rechannelled,Third,Singular,Past,Finite
apaid,Third,Singular,Past,Participle
apaid,Third,Singular,Past,Finite
bekent,Third,Singular,Past,Participle
bekent,Third,Singular,Past,Finite
retargetting,Third,Singular,Present,Participle
retargetted,Third,Singular,Past,Participle
retargetted,Third,Singular,Past,Finite
superglueing,Third,Singular,Present,Participle
oopsieing,Third,Singular,Present,Participle
misrouteing,Third,Singular,Present,Participle
overwetted,Third,Singular,Past,Participle
overwetted,Third,Singular,Past,Finite
disfellowshiping,Third,Singular,Present,Participle
disfellowshiped,Third,Singular,Past,Participle
disfellowshiped,Third,Singular,Past,Finite
undreamt,Third,Singular,Past,Participle
undreamt,Third,Singular,Past,Finite
derezzes,Third,Singular,Present,Finite
derezzing,Third,Singular,Present,Participle
derezzed,Third,Singular,Past,Participle
derezzed,Third,Singular,Past,Finite
prove,Third,Singular,Past,Finite
prooven,Third,Singular,Past,Participle
bedwetted,Third,Singular,Past,Participle
bedwetted,Third,Singular,Past,Finite
disbowelling,Third,Singular,Present,Participle
disbowelled,Third,Singular,Past,Participle
disbowelled,Third,Singular,Past,Finite
tittuping,Third,Singular,Present,Participle
tittuped,Third,Singular,Past,Participle
tittuped,Third,Singular,Past,Finite
regilt,Third,Singular,Past,Participle
regilt,Third,Singular,Past,Finite
reknitted,Third,Singular,Past,Participle
reknitted,Third,Singular,Past,Finite
retravelling,Third,Singular,Present,Participle
retravelled,Third,Singular,Past,Participle
retravelled,Third,Singular,Past,Finite
scungeing,Third,Singular,Present,Participle
forholden,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
indue,Third,Singular,Present,Finite
indue,Third,Singular,Present,Finite
vide,Third,Singular,Present,Finite
wheelspan,Third,Singular,Past,Finite
wheelspinned,Third,Singular,Past,Finite
wheelspinned,Third,Singular,Past,Participle
vexeing,Third,Singular,Present,Participle
vext,Third,Singular,Past,Participle
vext,Third,Singular,Past,Finite
awroken,Third,Singular,Past,Participle
collabbing,Third,Singular,Present,Participle
collabbed,Third,Singular,Past,Participle
collabbed,Third,Singular,Past,Finite
mixt,Third,Singular,Past,Participle
mixt,Third,Singular,Past,Finite
reshaven,Third,Singular,Past,Participle
drate,Third,Singular,Past,Finite
drit,Third,Singular,Past,Finite
underthrust,Third,Singular,Past,Participle
underthrust,Third,Singular,Past,Finite
forhewn,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
imbitter,Third,Singular,Present,Finite
imbitter,Third,Singular,Present,Finite
thrung,Third,Singular,Past,Finite
unicast,Third,Singular,Past,Participle
unicast,Third,Singular,Past,Finite
shriven,Third,Singular,Past,Participle
unholden,Third,Singular,Past,Participle
downlit,Third,Singular,Past,Participle
downlit,Third,Singular,Past,Finite
benempt,Third,Singular,Past,Participle
outspelt,Third,Singular,Past,Participle
outspelt,Third,Singular,Past,Finite
inspiralling,Third,Singular,Present,Participle
inspiralled,Third,Singular,Past,Participle
inspiralled,Third,Singular,Past,Finite
birdsitted,Third,Singular,Past,Participle
birdsitted,Third,Singular,Past,Finite
dogsitted,Third,Singular,Past,Participle
dogsitted,Third,Singular,Past,Finite
catsitted,Third,Singular,Past,Participle
catsitted,Third,Singular,Past,Finite
petsitted,Third,Singular,Past,Participle
petsitted,Third,Singular,Past,Finite
yold,Third,Singular,Past,Finite
yolden,Third,Singular,Past,Participle
yolde,Third,Singular,Past,Finite
yolden,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
overset,Third,Singular,Present,Finite
overset,Third,Singular,Present,Finite
unkennelling,Third,Singular,Present,Participle
unkennelled,Third,Singular,Past,Participle
unkennelled,Third,Singular,Past,Finite
wanteth,Third,Singular,Present,Finite
unshod,Third,Singular,Past,Participle
unshod,Third,Singular,Past,Finite
gainstrove,Third,Singular,Past,Finite
gainstriven,Third,Singular,Past,Participle
threapt,Third,Singular,Past,Participle
threapt,Third,Singular,Past,Finite
cocounselling,Third,Singular,Present,Participle
cocounselled,Third,Singular,Past,Participle
cocounselled,Third,Singular,Past,Finite
begrove,Third,Singular,Past,Finite
begraven,Third,Singular,Past,Participle
araught,Third,Singular,Past,Participle
araught,Third,Singular,Past,Finite
blan,Third,Singular,Past,Finite
blun,Third,Singular,Past,Participle
bedurst,Third,Singular,Past,Participle
bedurst,Third,Singular,Past,Finite
shright,Third,Singular,Past,Participle
shright,Third,Singular,Past,Finite
dognaping,Third,Singular,Present,Participle
dognaped,Third,Singular,Past,Participle
dognaped,Third,Singular,Past,Finite
beredd,Third,Singular,Past,Participle
beredd,Third,Singular,Past,Finite
autodialling,Third,Singular,Present,Participle
autodialled,Third,Singular,Past,Participle
autodialled,Third,Singular,Past,Finite
flote,Third,Singular,Past,Finite
flitten,Third,Singular,Past,Participle
engirt,Third,Singular,Past,Participle
engirt,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
snudge,Third,Singular,Present,Finite
snudge,Third,Singular,Present,Finite
outleaped,Third,Singular,Past,Participle
outleaped,Third,Singular,Past,Finite
interwrought,Third,Singular,Past,Participle
interwrought,Third,Singular,Past,Finite
dispent,Third,Singular,Past,Participle
dispent,Third,Singular,Past,Finite
withsitten,Third,Singular,Past,Participle
sidewound,Third,Singular,Past,Participle
sidewound,Third,Singular,Past,Finite
unspoilt,Third,Singular,Past,Participle
unspoilt,Third,Singular,Past,Finite
backsawn,Third,Singular,Past,Participle
ragequitted,Third,Singular,Past,Participle
ragequitted,Third,Singular,Past,Finite
prefocusses,Third,Singular,Present,Finite
prefocussing,Third,Singular,Present,Participle
prefocussed,Third,Singular,Past,Participle
prefocussed,Third,Singular,Past,Finite
precounselling,Third,Singular,Present,Participle
precounselled,Third,Singular,Past,Participle
precounselled,Third,Singular,Past,Finite
embowelling,Third,Singular,Present,Participle
embowelled,Third,Singular,Past,Participle
embowelled,Third,Singular,Past,Finite
resignalling,Third,Singular,Present,Participle
resignalled,Third,Singular,Past,Participle
resignalled,Third,Singular,Past,Finite
regotten,Third,Singular,Past,Participle
beswunken,Third,Singular,Past,Participle
spueing,Third,Singular,Present,Participle
ungotten,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
diduce,Third,Singular,Present,Finite
diduce,Third,Singular,Present,Finite
clove,Third,Singular,Past,Finite
cliven,Third,Singular,Past,Participle
circumferring,Third,Singular,Present,Participle
circumferred,Third,Singular,Past,Participle
circumferred,Third,Singular,Past,Finite
afore,Third,Singular,Past,Finite
afaren,Third,Singular,Past,Participle
overlearnt,Third,Singular,Past,Participle
overlearnt,Third,Singular,Past,Finite
tocleft,Third,Singular,Past,Finite
tocleft,Third,Singular,Past,Participle
unlevelling,Third,Singular,Present,Participle
unlevelled,Third,Singular,Past,Participle
unlevelled,Third,Singular,Past,Finite
umbesetten,Third,Singular,Past,Participle
toswunken,Third,Singular,Past,Participle
forthleaped,Third,Singular,Past,Participle
forthleaped,Third,Singular,Past,Finite
hyeing,Third,Singular,Present,Participle
inwrit,Third,Singular,Past,Participle
rufying,Third,Singular,Present,Participle
yote,Third,Singular,Past,Finite
yoten,Third,Singular,Past,Participle
forfore,Third,Singular,Past,Finite
forfaren,Third,Singular,Past,Participle
forswonk,Third,Singular,Past,Finite
forswonck,Third,Singular,Past,Finite
forswunk,Third,Singular,Past,Participle
forswonk,Third,Singular,Past,Participle
forswonck,Third,Singular,Past,Participle
forswung,Third,Singular,Past,Finite
forswung,Third,Singular,Past,Participle
underholden,Third,Singular,Past,Participle
underburnt,Third,Singular,Past,Participle
underburnt,Third,Singular,Past,Finite
undercrope,Third,Singular,Past,Finite
undercropen,Third,Singular,Past,Participle
forshapen,Third,Singular,Past,Participle
misbad,Third,Singular,Past,Finite
misbade,Third,Singular,Past,Finite
overbid,Third,Singular,Past,Finite
flabagast,Third,Singular,Past,Participle
flabaghast,Third,Singular,Past,Participle
flabergast,Third,Singular,Past,Participle
flabberghast,Third,Singular,Past,Participle
atredd,Third,Singular,Past,Participle
atredd,Third,Singular,Past,Finite
overgotten,Third,Singular,Past,Participle
overholden,Third,Singular,Past,Participle
overgilt,Third,Singular,Past,Participle
overgilt,Third,Singular,Past,Finite
raughte,Third,Singular,Past,Participle
raughte,Third,Singular,Past,Finite
glossary,Third,Singular,Present,Finite
secern,Third,Singular,Present,Finite
secern,Third,Singular,Present,Finite
beknitted,Third,Singular,Past,Participle
beknitted,Third,Singular,Past,Finite
belit,Third,Singular,Past,Participle
belit,Third,Singular,Past,Finite
bespit,Third,Singular,Past,Finite
bespit,Third,Singular,Past,Participle
bespat,Third,Singular,Past,Participle
bespitted,Third,Singular,Past,Participle
surfcast,Third,Singular,Past,Participle
surfcast,Third,Singular,Past,Finite
stold,Third,Singular,Past,Participle
stold,Third,Singular,Past,Finite
upswollen,Third,Singular,Past,Participle
unfocusses,Third,Singular,Present,Finite
unfocussing,Third,Singular,Present,Participle
unfocussed,Third,Singular,Past,Participle
unfocussed,Third,Singular,Past,Finite
unshapen,Third,Singular,Past,Participle
upleapt,Third,Singular,Past,Finite
upleapt,Third,Singular,Past,Participle
wepte,Third,Singular,Past,Participle
wepte,Third,Singular,Past,Finite
wept,Third,Singular,Past,Participle
wept,Third,Singular,Past,Finite
saboes,Third,Singular,Present,Finite
bredde,Third,Singular,Past,Participle
bredde,Third,Singular,Past,Finite
retelecast,Third,Singular,Past,Participle
retelecast,Third,Singular,Past,Finite
unrarring,Third,Singular,Present,Participle
unrarred,Third,Singular,Past,Participle
unrarred,Third,Singular,Past,Finite
uplevelling,Third,Singular,Present,Participle
uplevelled,Third,Singular,Past,Participle
uplevelled,Third,Singular,Past,Finite
downlevelling,Third,Singular,Present,Participle
downlevelled,Third,Singular,Past,Participle
downlevelled,Third,Singular,Past,Finite
hyperfocussing,Third,Singular,Present,Participle
hyperfocussed,Third,Singular,Past,Participle
hyperfocussed,Third,Singular,Past,Finite
outburnt,Third,Singular,Past,Participle
outburnt,Third,Singular,Past,Finite
forlut,Third,Singular,Past,Finite
forlutten,Third,Singular,Past,Participle
miskent,Third,Singular,Past,Participle
miskent,Third,Singular,Past,Finite
forekent,Third,Singular,Past,Participle
forekent,Third,Singular,Past,Finite
outkent,Third,Singular,Past,Participle
outkent,Third,Singular,Past,Finite
beflain,Third,Singular,Past,Participle
ayold,Third,Singular,Past,Finite
ayolden,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
fortake,Third,Singular,Present,Finite
fortake,Third,Singular,Present,Finite
offholden,Third,Singular,Past,Participle
bedrit,Third,Singular,Past,Finite
unbiasses,Third,Singular,Present,Finite
unbiassing,Third,Singular,Present,Participle
unbiassed,Third,Singular,Past,Participle
unbiassed,Third,Singular,Past,Finite
unrivetting,Third,Singular,Present,Participle
unrivetted,Third,Singular,Past,Participle
unrivetted,Third,Singular,Past,Finite
interblent,Third,Singular,Past,Participle
interblent,Third,Singular,Past,Finite
platitudinise,Third,Singular,Present,Finite
kempt,Third,Singular,Past,Participle
kempt,Third,Singular,Past,Finite
outtravelling,Third,Singular,Present,Participle
outtravelled,Third,Singular,Past,Participle
outtravelled,Third,Singular,Past,Finite
unworshiping,Third,Singular,Present,Participle
unworshiped,Third,Singular,Past,Participle
unworshiped,Third,Singular,Past,Finite
outstricken,Third,Singular,Past,Participle
overburnt,Third,Singular,Past,Participle
overburnt,Third,Singular,Past,Finite
dranck,Third,Singular,Past,Participle
enlit,Third,Singular,Past,Participle
enlit,Third,Singular,Past,Finite
engilt,Third,Singular,Past,Participle
engilt,Third,Singular,Past,Finite
unbonnetting,Third,Singular,Present,Participle
unbonnetted,Third,Singular,Past,Participle
unbonnetted,Third,Singular,Past,Finite
reladen,Third,Singular,Past,Participle
overladen,Third,Singular,Past,Participle
glossary,Third,Singular,Present,Finite
indew,Third,Singular,Present,Finite
indew,Third,Singular,Present,Finite
snothe,Third,Singular,Past,Finite
snithen,Third,Singular,Past,Participle
uncoiffing,Third,Singular,Present,Participle
uncoiffed,Third,Singular,Past,Participle
uncoiffed,Third,Singular,Past,Finite
mislearnt,Third,Singular,Past,Participle
mislearnt,Third,Singular,Past,Finite
misworshiping,Third,Singular,Present,Participle
misworshiped,Third,Singular,Past,Participle
misworshiped,Third,Singular,Past,Finite
glaunst,Third,Singular,Past,Participle
glaunst,Third,Singular,Past,Finite
onholden,Third,Singular,Past,Participle
bedaft,Third,Singular,Past,Participle
overgirt,Third,Singular,Past,Participle
overgirt,Third,Singular,Past,Finite
trothplight,Third,Singular,Past,Participle
trothplight,Third,Singular,Past,Finite
reapparelling,Third,Singular,Present,Participle
reapparelled,Third,Singular,Past,Participle
reapparelled,Third,Singular,Past,Finite
uncardinalling,Third,Singular,Present,Participle
uncardinalled,Third,Singular,Past,Participle
uncardinalled,Third,Singular,Past,Finite
emperilling,Third,Singular,Present,Participle
emperilled,Third,Singular,Past,Participle
emperilled,Third,Singular,Past,Finite
assot,Third,Singular,Past,Participle
assot,Third,Singular,Past,Finite
disworshiping,Third,Singular,Present,Participle
disworshiped,Third,Singular,Past,Participle
disworshiped,Third,Singular,Past,Finite
rewetted,Third,Singular,Past,Participle
rewetted,Third,Singular,Past,Finite
infeft,Third,Singular,Past,Participle
infeft,Third,Singular,Past,Finite
challanning,Third,Singular,Present,Participle
challanned,Third,Singular,Past,Participle
challanned,Third,Singular,Past,Finite
outswollen,Third,Singular,Past,Participle
decerpt,Third,Singular,Past,Participle
beshat,Third,Singular,Past,Participle
beshat,Third,Singular,Past,Finite
envassalling,Third,Singular,Present,Participle
envassalled,Third,Singular,Past,Participle
envassalled,Third,Singular,Past,Finite
outlearnt,Third,Singular,Past,Participle
outlearnt,Third,Singular,Past,Finite
becudgelling,Third,Singular,Present,Participle
becudgelled,Third,Singular,Past,Participle
becudgelled,Third,Singular,Past,Finite
mislit,Third,Singular,Past,Participle
mislit,Third,Singular,Past,Finite
enchannelling,Third,Singular,Present,Participle
enchannelled,Third,Singular,Past,Participle
enchannelled,Third,Singular,Past,Finite
outdreamt,Third,Singular,Past,Participle
outdreamt,Third,Singular,Past,Finite
worrit,Third,Singular,Past,Participle
worrit,Third,Singular,Past,Finite
interpled,Third,Singular,Past,Participle
interpled,Third,Singular,Past,Finite
